Website?,Behavioral Problem,BUILDING BLOCK,Substep,Environmental Tag,Environmental Sub-Tag,World Region,Title,Author,News Source,Date,Summary,URL,Notes,,,,,,,,,,,,
Yes,Solution,"Awareness, Relatable",,Climate - General Action,,Canada and the US,Remember Me: Personal Legacy and Global Warming,Wray Herbert,The Huffington Post,15-Oct-14,,http://www.huffingtonpost.com/wray-herbert/remember-me-personal-lega_b_5991314.html,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable, Vivid",,Climate - Belief,,"Canada and the US, Oceania","global warming, like politics, is local",Art Markman,Psychological Today,29-Apr-11,The temperature felt by a person affects his belif about climate change,https://www.psychologytoday.com/blog/ulterior-motives/201104/global-warming-politics-is-local,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable, Vivid",,Climate - Belief,,Canada and the US,why is the belief is global warming affected by temperature?,Art Markman,Psychological Today,6-May-11,The temperature felt by a person affects his belif about climate change,https://www.psychologytoday.com/blog/ulterior-motives/201105/why-is-the-belief-in-global-warming-affected-temperature,,,,,,,,,,,,,
Yes,Solution,"Relatable, Vivid",,Climate - Belief,,Europe,UK flood victims less likely to be climate skeptics,Adam Corner,The Guardian,29-Jan-15,Dirent experience of climate change makes people think it's a more serious issue; Salience/importance of climate change increases in public opinion immediately after harsh winter floods in the UK,http://www.theguardian.com/sustainable-business/2015/jan/29/climate-change-communicate-risk-appeal-popular-opinion,,,,,,,,,,,,,
Yes,Solution,"Associations, Awareness",,,,Canada and the US,Breaking the Climate Fear Taboo,Renee Lertzman,Sightline Institute,12-Mar-14,"cognitive bias; climate change, emotions",http://daily.sightline.org/2014/03/12/breaking-the-climate-fear-taboo/,Talks about how to communicate in an engaging way about climate change,,,,,,,,,,,,
Yes,Solution,"Associations, Awareness, Relatable",,Climate - Belief,,Canada and the US,What the climate movement must learn from religion,George Marshall,The Guardian,4-Apr-15,"George Marshall argues that environmentalists should adapt some of the strategies of religious leaders to inspire passion about climate issues. Among these, it is important to build communities, encourage public commitments, and frame increasing awareness of climate change as a personal and spiritual journey.; Communication; Associations and movement building; Associations",http://www.theguardian.com/commentisfree/2015/apr/04/climate-change-campaigners-evangelism-religion-activism?CMP=share_btn_tw,,,,,,,,,,,,,
Yes,Solution,Associations,,Climate - General,,Europe,No Cause is an Island: How People are Influenced by Values Regardless of the Cause,Tom Crompton,Common Cause Foundation,16-Dec-14,connecting to intrinsic values ,http://valuesandframes.org/no-cause-is-an-island/,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable",,Climate - Communication,,"Canada and the US, Europe",Science Won't Win Over the Climate Change Sceptics - We Need Stories,Adam Corner,The Guardian,2-Dec-14,Associations and audience engagement; communication,http://www.theguardian.com/sustainable-business/behavioural-insights/2014/dec/02/science-wont-win-over-sceptics-climate-change,,,,,,,,,,,,,
Yes,Solution,"Associations, Hopeful",,Oceans - General,,"Canada and the US, Europe","Hey Environmentalists, Let's Tell a Positive Story",Rachel Dearborn,Medium,9-Jun-14,making environemntal communication uplifting; Associations,https://medium.com/@rdearborn/hey-environmentalists-lets-stop-being-so-depressing-c0d28bd7cad5,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable",,Climate - General,,Canada and the US,Increasing Moral Engagement on Climate Change,Cindy Frei,ecoAffect,11-Mar-15,Communication; values and Associations,http://ecoaffect.org/2015/03/11/increasing-moral-engagement-on-climate-change/,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable, Vivid",,Climate - General,,Canada and the US,What Will You Leave Behind? How Personal Legacy Affects Pro-Environmental Behavior,Courtney St. John,"State of the Planet-Earth Institute, Columbia University",8-Jan-15,"people who think about their personal legacy care more about the environment; Legacy and environmental behavior; Associations, Priming, Sense of Self; Legacy and environmental behavior; temporal discounting",http://blogs.ei.columbia.edu/2015/01/08/what-will-you-leave-behind-how-personal-legacy-affects-pro-environmental-behavior/,,,,,,,,,,,,,
Yes,Problem,Associations,,Environmental Policy,,Europe,Some Psychological Consequences of Putting a Price on Nature,Tom Crompton,Common Cause Foundation,8-Jan-15,Crompton makes the argument that the environmental movement does not always benefit from Associations the importance of natural resources in financial terms. He cites research which showed that those who were exposed to environmental messages that extolled the intrinsic value of nature were more likely to say that they would help work on environmental issues compared to those who received economic messages.,http://valuesandframes.org/some-psychological-consequences-of-putting-a-price-on-nature/,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable",,"Land Use - Agriculture, Climate - Belief",,Canada and the US,What Do Farmers Think About Climate Change,Niina Heikkinen,Scientific American,28-Jan-15,"What do farmers think about climate change? Recent research shows that belief in climate change is correlated with trust in scientists and environmental groups, while farmers who get their information primarily from agribusiness are more likely to be climate change doubters.",http://www.scientificamerican.com/article/what-do-farmers-think-about-climate-change/,,,,,,,,,,,,,
Yes,Problem,"Associations, Relatable",,Climate - Belief,,Canada and the US,Conservatives don�t hate climate science. They hate the left�s climate solutions,Chris Mooney,The Washington Post,10-Nov-14,,https://www.washingtonpost.com/news/wonk/wp/2014/11/10/conservatives-dont-hate-climate-science-they-hate-the-lefts-climate-solutions/,,,,,,,,,,,,,
Yes,Solution,"Associations, Hopeful",,Climate - Communication,,Canada and the US,"To Encourage Positive Environmental Outcomes, Emphasize a Long Future, Not Impending Doom",Hal Hershfield,NYU Stern and Columbia Professors,26-Sep-13,,http://www.stern.nyu.edu/experience-stern/news-events/hershfield-climate-change,,,,,,,,,,,,,
Yes,Solution,"Associations, Hopeful",,Climate - Communication,,Canada and the US,"To Change Environmental Behavior, Should We Really Tell People the World is Ending?",Hal Hershfield,The Huffington Post,3-Sep-13,"Associations and salience, perceptions about the importance of environmental protection",http://www.huffingtonpost.com/hal-e-hershfield/to-change-environmental-behavior_b_3845707.html,,,,,,,,,,,,,
Yes,Solution,"Associations, Vivid",,Climate - General,,Canada and the US,Do Older Countries Care More About the Environment?,Joshua Keating,Slate,5-Dec-13,,http://www.slate.com/blogs/the_world_/2013/12/05/do_older_countries_care_more_about_the_environment_nbsp.html,,,,,,,,,,,,,
Yes,Solution,Associations,,Climate - Belief,,Canada and the US,Is the Environment a Moral Cause?,Robb Willer,The New York Times,27-Feb-15,"Why does moral engagement on climate and environmental issues matter? Research has shown that people are generally reluctant to undertake costly political actions, even for a cause they think will be beneficial. However, when people are morally invested in an issue, they are more likely to eschew a sober cost-benefit analysis, opting instead to take action because it is the right thing to do. Put simply, we�re more likely to contribute to a cause when we feel ethically compelled to.",http://www.nytimes.com/2015/03/01/opinion/sunday/is-the-environment-a-moral-cause.html,Link to Book,,,,,,,,,,,,
Yes,Problem,Confirmation Bias,,Climate - Belief,,Canada and the US,The Science of Why We Don't Believe Science,Chris Mooney,Mother Jones,May/June 2011,,http://www.motherjones.com/politics/2011/03/denial-science-chris-mooney,,,,,,,,,,,,,
Yes,Solution,Relatable ,,Climate - Belief,,Europe,UK�s winter floods strengthen belief humans causing climate change � poll,N/A,The Guardian,27-Aug-14,More people in UK believe humans are the cause of climate change due to their flood experience,http://www.theguardian.com/environment/2014/aug/27/uk-winter-floods-climate-change,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable",,Climate - Communication,,Canada and the US,Meet the Scientists Who Might End the Climate Culture Wars,Emily Gertz,Popular Science,3-Jul-14,Katherine Hayhoe bridges gab between climate science and religion,http://www.popsci.com/article/science/meet-scientist-who-might-end-climate-culture-wars,,,,,,,,,,,,,
Yes,Solution,Relatable,,Climate - Communication,,Canada and the US,Using humor effectively to communicate climate change,Brian Ettling,Climate Access,14-Feb-14,Overcoming barriers,http://www.climateaccess.org/blog/using-humor-effectively-communicate-climate-change,,,,,,,,,,,,,
Yes,Solution,Relatable,,Climate - Communication,,Canada and the US,Spreading the Global Warmin gGospel,Neela Banerjee,Los Angeles Times,7-Dec-11,"Katherine Hayhoe, an evangelical Christian in Texas, works to convince people that climate change is real",http://articles.latimes.com/2011/dec/07/nation/la-na-evangelical-warming-20111207,,,,,,,,,,,,,
Yes,Solutuion,Easy,,Climate - General,,"Europe, Canada and the US",Environment' - Nudging Truckers,Richard H. Thaler and Cass R. Sunstein,wordpress ,4-Feb-10,Trucking company creates a numbered list of its drivers that have the highest truck idle time in an attempt to reduce wasted hours and emissions; dramatically reduces all of its drivers idle time.; Choice Architecture; Nudges,https://nudges.wordpress.com/tag/environment/,,,,,,,,,,,,,
Yes,Solution,Associations,,Climate - General,,Canada and the US,Study Suggests �Moral Purity� May Overcome Right-Wing Resistance to Environmental Science,Paul Rosenberg,Alternet,25-Feb-13,Associations,http://www.alternet.org/environment/study-suggests-moral-purity-may-overcome-right-wing-resistance-environmental-science,,,,,,,,,,,,,
Yes,Solution,Vivid,,Climate - General,,Canada and the US,Global Warming: Science or Sensation? Feeling Warm Makes People More Likely to Believe in Phenomenon,Clayton Critcher,Berkeley Haas School of Business,10-Feb-11,study shows that people in a warmer room will be more likely to believe in climate change,http://newsroom.haas.berkeley.edu/research-news/global-warming-science-or-sensation-feeling-warm-makes-people-more-likely-believe,,,,,,,,,,,,,
Yes,Solution,Associations,,Climate - General Action,,Europe,Time-as-Money Mindset Decreases Green Behaviors,Tom Jacobs,Pacific Standard Magazine,4-Feb-15,"Thinking of time in terms of money may be hurting the environmental movement. According to recent research, people who put a $ on their time are less likely to find environmental behaviors worthwhile;  Overcoming perceptual barriers",http://www.psmag.com/business-economics/time-as-money-mindset-decreases-green-behaviors,,,,,,,,,,,,,
Yes,Solution,Identity,,Climate - General Action,,Canada and the US,Are You a Sustainability Hypocrite?,Shawn M. Burn,Psychology Today,9-May-13,Harnessing your cognitive dissonance for sustainability,https://www.psychologytoday.com/blog/presence-mind/201305/are-you-sustainability-hypocrite,,,,,,,,,,,,,
Yes,Solution,Relatable,,Climate - General Action,,Europe,The Tree Huggers Got it Right: The Link Between Compassion and Conservation,Lauren Griffin,frank,8-Jun-15,people with more compassion are more likely to care about environmental issues; compassion can also be induced,http://frank.jou.ufl.edu/frankology/the-tree-huggers-got-it-right-the-link-between-compassion-and-conservation/,,,,,,,,,,,,,
Yes,Solution,Vivid,,Climate - General Action,,Europe,Is a 'nudge' in the right direction all we need to be greener?,George Webster,CNN,15-Feb-12,Nudging; choice architecture,http://edition.cnn.com/2012/02/08/tech/innovation/green-nudge-environment-persuasion/index.html?hpt=hp_c3,,,,,,,,,,,,,
Yes,Solution,Vivid,,Consumption - Buying,Recycled content,Canada and the US,Get in the Loop -- Buy Recycled,N/A,Tools of Change,N/A,"To encourage people to buy more recycled-content products, an annual, month-long Get in the Loop campaign reminds shoppers in rural and urban areas of western Washington State to buy recycled through in-store promotional materials, and identifies specific recycled-product choices right on the store shelf. This is supported by a print and radio advertising campaign conducted cooperatively with product manufacturers and local retailers.",http://www.toolsofchange.com/English/CaseStudies/default.asp?ID=8,,,,,,,,,,,,,
Yes,Solution,"Easy, Ordinary",Ordinary - Strengthen the norm through social networks,Consumption - Energy,,Canada and the US,Rossland's Energy Diet sparks a trend,Andrew Bennet,The Rossland Telegraph,18-Jul-12,Cognitively Easy,http://rosslandtelegraph.com/news/rosslands-energy-diet-sparks-trend-20048#.VdLqKzZRHIV,,,,,,,,,,,,,
Yes,Solution,"Easy, Ordinary, Vivid",,Consumption - Energy,,Europe,Click,�Simon Maal�e Jespersen,iNudgeyou,20-Jan-14,"Attention grabing poster placed next to light switches promots switching off of lights when not in use, thereby incresing nergy efficieny of buildings; Availability, Nudge, Standing out",http://inudgeyou.com/click/,,,,,,,,,,,,,
Yes,Solution,Ordinary ,Ordinary - Comparison,Consumption - Energy,,Canada and the US,"Utilities Turn Their Customers Green, With Envy",Leslie Kaufman,The New York Times,30-Jan-09,A desire to keep up with neighbors is spurring conservation; social norms,http://www.nytimes.com/2009/01/31/science/earth/31compete.html?_r=0,,,,,,,,,,,,,
Yes,Solution,Ordinary ,Ordinary - Comparison,Consumption - Energy,,Canada and the US,SMUD: Sixty Years of Energy Conservation,Barbara Crane,Green Technology Magazine,N/A,Household energy conservation in Sacramento,http://www.green-technology.org/green_technology_magazine/smud.htm,,,,,,,,,,,,,
Yes,Solution,Identity,,Consumption - Freshwater,,Canada and the US,Revealing Hypocrisy Boosts Water Conservation,N/A,Social Psychological Answers to Real-world Questions (SPARQ),N/A,"Chris Ann Dickerson, an energy efficiency and water conservation expert, and her colleagues sent a female researcher to a university pool. As female swimmers approached the shower, the researcher invited them to help with a water conservation project. Willing participants were then randomly assigned to one of four conditions.In the hypocrisy condition, the researcher made participants aware that their behaviors did not always match their values by first asking questions such as, �When showering, do you ALWAYS turn off the water while soaping up or shampooing?�She then asked each participant to display her support for water conservation by printing her name in thick black marker on a public flyer that would be posted around campus. The flyer read:�Please conserve water. Take shorter showers. Turn showers off while soaping up. IF I CAN DO IT, SO CAN YOU!�In the waste awareness condition, the experimenter asked participants the questions about wasting water, but did not invite them to sign the flyer.In the public commitment condition, participants signed the flyer, but did not answer the questions.Finally, in the control condition, participants simply saw a sign outside of the shower room that read: �Take Shorter Showers. Turn the Water Off While Soaping Up.�After each of these four experimental manipulations, the participants hit the showers. Unbeknownst to them, however, a second researcher timed how long they spent bathing.The researchers discovered that participants in the hypocrisy condition spent an average of only 3 minutes, 41 seconds showering, compared to 5 minutes in the control condition. Participants in the public commitment and awareness conditions averaged 4-minute showers.",https://sparq.stanford.edu/solutions/revealing-hypocrisy-boosts-water-conservation,,,,,,,,,,,,,
Yes,Solution,Identity,,Consumption - Freshwater,,Canada and the US,Water efficient Durham,NA,Tools of Change,1-Aug-04,,http://www.toolsofchange.com/English/CaseStudies/?ID=156,,,,,,,,,,,,,
Yes,Solution,Vivid,,Consumption - Paper use,,Canada and the US,These Come From Trees,Pete Kazanjy,These Come From Trees Blog,22-Aug-09,"A geurilla public service environmental movement in the Silicon Valley, that sells simple labels reminding us to use paper judiciously; Availability, Nudge, Standing out",http://thesecomefromtrees.blogspot.com/2009/08/wow-29-paper-towel-use-reduction-at.html,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable",,Energy - Renewables,solar,Canada and the US,Want to get conservatives to save energy? Stop the environmentalist preaching,Chris Mooney,The Washington Post,12-Feb-15,"Behavior; loss aversion, Associations, appealing to values, status quo bias, and communication strategies",http://www.washingtonpost.com/news/energy-environment/wp/2015/02/12/the-best-way-to-get-conservatives-to-save-energy-is-to-stop-the-environmentalist-preaching/?postshare=7031423829099147,,,,,,,,,,,,,
Yes,Solution,Awareness,,Human Health - Go into nature,,Canada and the US,Nature Walks Improve Mental Health By Helping People Avoid Rumination�,Anthony Rivas,MedicalDaily,5-Jul-15,Nature Walks Improve Mental Health By Helping People Avoid Rumination�,http://www.medicaldaily.com/nature-walks-improve-mental-health-helping-people-avoid-rumination-341266,,,,,,,,,,,,,
Yes,Solution,Awareness ,,Human Health - Go into nature,,Oceania,"Just looking at nature can help your brain work better, study finds",Chris Mooney,The Washington Post,26-May-15,Decision Science; priming,http://www.washingtonpost.com/news/energy-environment/wp/2015/05/26/viewing-nature-can-help-your-brain-work-better-study-finds/?postshare=5361432832740398,,,,,,,,,,,,,
Yes,Solution,"Associations, Benefits, Hopeful, Relatable",,Non-environmental,,Canada and the US,10 Psychological Research Studies to Help You Tap Into Human Behavior and Increase Conversions,Gregory Ciotti,Moz,15-May-12,10 examples of using psychological principles to motivate behavior change,https://moz.com/ugc/10-psychological-research-studies-to-help-you-tap-into-human-behavior-and-increase-conversions,,,,,,,,,,,,,
Yes,Problem,Backfire Effect,,Non-environmental,,Canada and the US,The Backfire Effect,David McRaney,You Are Not So Smart,10-Jun-11,,http://youarenotsosmart.com/2011/06/10/the-backfire-effect/,,,,,,,,,,,,,
Yes,Solution,"Easy, Vivid",,Non-environmental,,Europe,Aiming to reduce cleaning costs,Blake Evans-Pritchard,Works That Work,N/A,Nudge,https://worksthatwork.com/1/urinal-fly,,,,,,,,,,,,,
Yes,Problem,Identity,,Non-environmental,,Canada and the US,"Monkeys, Candy and Cognitive Dissonance",John Tierney,The New York Times,27-Jan-10,Recent work at�Opower�and in�academia�show that real-time pricing information can be a powerful supplement to--and sometimes more effective than--behavioral cues encouraging people to save energy; Thorough explanation of cognitive dissonance experiment involving monkeys and children,http://tierneylab.blogs.nytimes.com/2010/01/27/monkeys-candy-and-cognitive-dissonance/?_r=0,,,,,,,,,,,,,
Yes,Solution,Easy,,Transportation - Biking,,Europe,A fashion catches on in Paris: Cheap bicycle rentals,Steven Erlanger,New York Times,13-Jul-08, Overcoming barriers,http://www.nytimes.com/2008/07/13/world/europe/13paris.html?pagewanted=all,,,,,,,,,,,,,
Yes,Solution,Easy,,Waste Management - Electronics,Batteries,Canada and the US,Curbside Recycling : Will Convenience Increase Battery Collection,Linda Gabor,Call2Recycle,N/A,Cognitively Easy,http://www.call2recycle.org/curbside-recycling-will-convenience-increase-battery-collections/,,,,,,,,,,,,,
Yes,Solution,"Benefits, Vivid",,Waste Management - Recycling,,Europe,This Genius Machine Feeds Stray Dogs In Exchange For Recycled Bottles,Kimberly Yam,The Huffington Post,25-Jul-14,"Overcoming barriers, Habits; Turkish company Pugedon created a machine that dispenses dog food in exchange for recycled bottles in an attempt to overcome the barrier between recycling /sustainability behavior and the growing stray dog problem in that country.",http://www.huffingtonpost.com/2014/07/23/pugedon-vending-machine_n_5606494.html,,,,,,,,,,,,,
Yes,Solution,"Easy, Ordinary",Ordinary - Strengthen the norm through social networks,Waste Management - Recycling,,Europe,The story of Capannori � A Zero Waste champion,Aimee Van Vilet,Zero Waste Europe,25-Sep-13,"zero waste; overcoming barriers, convience",http://www.zerowasteeurope.eu/2013/09/the-story-of-capannori-a-zero-waste-champion/,,,,,,,,,,,,,
Yes,Solution,"Easy, Vivid",,Waste Management - Recycling,,Canada and the US,Recycling Bins 34% More Effective When They Have...Holes!,Jaymi Heimbuch,treehugger,27-Jan-09,overcoming barriers,http://www.treehugger.com/clean-technology/recycling-bins-34-more-effective-when-they-haveholes.html,,,,,,,,,,,,,
Yes,Solution,Relatable ,,Climate - Belief,,Oceania,"Forget facts, it's personality that rules reactions to climate change",Jo Chandler,The Age,28-May-11,,http://www.theage.com.au/it-pro/forget-facts-its-personality-that-rules-reactions-to-climate-change-20110527-1f8dl.html,,,,,,,,,,,,,
Yes,Solution,Relatable ,,Non-environmental,,Canada and the US,The Psychology of Personalization: How Waiters Increased Tips by 23 Percent,Gregory Ciotti,Help Scout,3-Apr-12,,http://www.helpscout.net/blog/the-psychology-of-personalization-how-waiters-increased-tips-by-23-percent-without-changing-service/,,,,,,,,,,,,,
Yes,Solution,"Associations, Relatable",,"Climate - Belief, Climate - Communication",,Canada and the US,Scientists now know the psychology behind your worries about the environment ,Chris Mooney ,The Washington Post,27-Apr-16,"overview of the different traits that affect pro-environmental behavior-- suggests encouraging audiences to employ ""systems thinking"" ",https://www.washingtonpost.com/news/energy-environment/wp/2016/04/27/this-key-psychological-factor-could-explain-why-you-care-about-the-environment/,,,,,,,,,,,,,
Yes,Solution,"Benefits, Hopeful","Benefits - Offer positive and negative reinforcement, Hopeful - Feedback",Climate - Emissions,,Canada and the US,Virgin Atlantic just used behavioral science to 'nudge' its pilots into using less fuel. It worked.,Chris Mooney,The Washington Post,22-Jun-16,,https://www.washingtonpost.com/news/energy-environment/wp/2016/06/22/virgin-atlantic-just-used-behavioral-science-to-nudge-its-pilots-into-saving-lots-of-fuel/,,,,,,,,,,,,,
Yes,Solution,Hopeful,,Climate - General,,"Canada and the US, Europe","Despire, courage, & hope in an age of environmental turmoil",Kenneth Worthy ,Psycholohy Today,9-Nov-13,psychological overview: working through environmental despair ,https://www.psychologytoday.com/blog/the-green-mind/201311/despair-courage-hope-in-age-environmental-turmoil,,,,,,,,,,,,,
Yes,Solution,Hopeful,Hopeful - Feedback,Consumption - Energy,,Canada and the US,Energy Chickens: Energy Behavior Change ,N/A,Penn State University ,N/A,"Saving energy in your office is not the most exciting pastime, but the creators of�Energy Chickens�are hoping to change that. In this virtual game, several chickens represent different�office appliances for which a player is responsible, and the player�s energy consumption directly affects the health of their chickens. Energy Chickens is an attempt to make mundane activities fun, in a behavior change strategy known as�gamification, which can help players to better comprehend the impact of their actions over time.�",http://studiolab.psu.edu/projects/energy-behavior-change,,,,,,,,,,,,,
Yes,Solution,"Benefits, Easy",,Waste Management - Recycling,,Canada and the US,7 Clever and Innovative Ways to Get People to Recycle ,Alden Wicker ,The Huffington Post,30-Sep-10,Tons of great ideas related to our interventions ,http://www.huffingtonpost.com/2010/09/30/8-clever-and-innovative-w_n_736668.html,,,,,,,,,,,,,
Yes,Solution,"Associations, Awareness","Associations: Match the message to audience's worldviews, Awareness: Create opportunities for the audience to connect with nature",Climate - Belief ,,Europe,Common Cause For Nature: A practical guide to values and frames in conservation,"Hawkins, R.",Public Interest Research Center,2012,"This guide offers recommendations for the conservation sector and others on how to ensure their work strengthens the values that motivate people to protect and enjoy nature. Part of a longer report produced in collaboration with 13 UK conservation organisations, it is based on original analysis of these groups� communications, workshop discussions, survey responses and in-depth interviews.",http://valuesandframes.org/initiative/nature/,,,,,,,,,,,,,
,Solution,Habits,Tiny Behavior,Consumption - Freshwater,,n/a,Cultivate water saving habits,n/a,My Green Life,2015,,http://www.mygreenlife.com.au/categories/house/actions/cultivate-water-saving-habits/,,,,,,,,,,,,,
,Solution,Habits,,Waste Management � Recycling/Reusing/Repurpose ,,,Push to encourage small changes to household recycling habits could have bigger benefits,"Joyner, T.",Canberra Times,2015,,http://www.canberratimes.com.au/act-news/push-to-encourage-small-changes-to-household--recycling-habits-could-have-bigger-benefits-20150215-13fpmp.html,,,,,,,,,,,,,
,Solution,Habits,Tiny Behavior,"Waste Management � Recycling/Reusing/Repurpose, Food - Organic/Sustainable, Consumption � Buying, Consumption - General",,,"Using Reusable Bags Changes Shopping Habits, Harvard Study Finds","McKinnon, C.",CBS Boston,2015,,http://boston.cbslocal.com/2015/05/21/using-reusable-bags-changes-shopping-habits-harvard-study-finds/,,,,,,,,,,,,,
,Solution,Habits,Tiny Behavior,"Waste Management � Recycling/Reusing/Repurpose, Food - Organic/Sustainable, Consumption � Buying, Consumption - General",,,How Reusable Bags Change Shoppers� Grocery Buying Habits,n/a,Boston globe media partners,2014,,http://boston.cbslocal.com/2015/05/21/using-reusable-bags-changes-shopping-habits-harvard-study-finds/,,,,,,,,,,,,,
,Solution,Habits,,Waste Management � Recycling/Reusing/Repurpose,,,New research sheds light on �at home� recycling habits,n/a,Green Futures Magazine,2014,,https://www.forumforthefuture.org/greenfutures/articles/new-research-sheds-light-�-home�-recycling-habits,,,,,,,,,,,,,
,Solution,Habits,,"Consumption - Energy, Consumption - General",,,Green Living Certification: Rewarding Residents for Environmentally Friendly Lifestyles,"Rowland, B., Goresko, J.",AASHE: Association for the Advancement of Sustainability in Higher Education.�,2014,,https://hub.aashe.org/browse/types/casestudy/,,,,,,,,,,,,,
,Solution,Habits,,Consumption - Energy,,,Cultivate energy saving habits,"Marais, R.",Roodeport Northsider,2015,,http://roodepoortnorthsider.co.za/195674/cultivate-energy-saving-habits/,,,,,,,,,,,,,
,Solution,Habits,Altering the Context,Waste Management � Recycling/Reusing/Repurpose,,Middle East,Our wasteful lives and the urgent need to change our habits,"Al Shamsi, F.",The National,2014,,http://www.thenational.ae/opinion/comment/our-wasteful-lives-and-the-urgent-need-to-change-our-habits,,,,,,,,,,,,,
,Solution,Habits,"Temporary Rewards, Capitalize on Life Changes","Consumption - Energy, Energy - Renewables, Transportation - Sustainable, Transportation - Biking, Waste Management � Recycling/Reusing/Repurpose ",,Canada and the US,Campus Sustainability Best Practices ,"Sofer, S.,  Pottern, J.",Massachusetts Executive Office of Energy and Environmental Affairs,2008,,http://www.mass.gov/eea/docs/eea/lbe/lbe-campus-sustain-practices.pdf,,,,,,,,,,,,,
,Solution,Habits,,Transportation - Sustainable,,Canada and the US,University transportation habits subject of student-led study,n/a,University of Maryland,n/a,,https://anth.umd.edu/news/university-transportation-habits-subject-student-led-study,,,,,,,,,,,,,
,Solution,Habits,Altering the Context,Transportation - Sustainable,,Canada and the US,Resident Preferred Parking Plan Changing Commuter Habits,n/a,Website of the City of Milwaukee,n/a,,http://city.milwaukee.gov/commoncouncil/District3/ResidentPreferredPar123974.htm#.V5-aiFdlnox,,,,,,,,,,,,,
,Solution,Habits,,Consumption - General,,Canada and the US,"Green Consumer Attitudes and the Emerging Buying Power of �Eco-Moms""","Ribeiro, S.",The Green Economy Post,2010,,http://greeneconomypost.com/sb10-consumer-attitudes-eco-moms-10535.htm,,,,,,,,,,,,,
,Solution,Habits,Capitalize on Life Changes,"Consumption - Energy, Human Health",,Canada and the US,Does becoming a mother make women �greener�?,"Ha, T., �Williams, K.",The Conversation,2013,,http://theconversation.com/does-becoming-a-mother-make-women-greener-19390,,,,,,,,,,,,,
,Solution,Habits,,"Waste Management - Recycling/Reusing/Repurpose, Consumption - Plastics",,n/a,16 simple ways to reduce plastic waste,"Moss, L.",Mother Nature Network,2015,,http://www.mnn.com/lifestyle/responsible-living/stories/16-simple-ways-reduce-plastic-waste,,,,,,,,,,,,,
,Solution,Habits,Capitalize on Life Changes,"Waste Management - Recycling/Reusing/Repurpose, Consumption - Energy",,Europe,How moving home or changing job can help you ditch bad habits: Major life changes make you more likely to succeed,n/a,Daily Mail,2016,,http://www.dailymail.co.uk/news/article-3418465/How-moving-home-changing-job-help-ditch-bad-habits-Major-life-changes-make-likely-succeed.html,,,,,,,,,,,,,
,Solution,Habits,Capitalize on Life Changes,"Waste Management - Recycling/Reusing/Repurpose, Consumption - Energy",,Europe,"Want to start a new hobby? Try doing it when you're moving house, scientist say.�","Hayhurst, C.",Mirror,2016,,http://www.mirror.co.uk/news/technology-science/science/want-start-new-habit-try-7251071,,,,,,,,,,,,,
,Solution,Habits,Temporary Rewards,Consumption - Autos,,Canada and the US,The prestige of buying green: The Prius case,"Flores, R.",Yale environment review�,2015,,https://environment.yale.edu/yer/article/prestige-and-green-purchases-the-prius-case#gsc.tab=0,,,,,,,,,,,,,
,Solution,Habits,Capitalize on Life Changes,"Consumption - Buying, Food - Organic/Sustainable",,Canada and the US,Moms and Consumer Habits: Have Habits Changed in the Current Economy?,"Hope-Ross, T.",Mom Central Consulting,2009,,http://www.slideshare.net/thopeross/moms-and-consumer-habits-have-habots-changed-in-the-current-economy,,,,,,,,,,,,,
,Solution,Habits,Temporary Rewards,Consumption - Energy,,Canada and the US,Do it in the Dark: Part 1,n/a,UCB,,,https://sustain.ubc.ca/stories/do-it-dark-part-1,,,,,,,,,,,,,
,Solution,Habits,Temporary Rewards,Consumption - Energy,,Canada and the US,Do it in the Dark: Part 2,n/a,UCB,,,https://sustain.ubc.ca/stories/do-it-dark-part-2,,,,,,,,,,,,,
,Solution,Habits,Temporary Rewards,Consumption - Energy,,Canada and the US,Students Do It in the Dark for Sustainability,n/a,UCB,2013,,http://planning.ubc.ca/vancouver/news-events/newsletter/2013-07-26/students-do-it-dark-sustainability,,,,,,,,,,,,,
,Solution,Habits,Altering the Context,"Waste Management � Recycling/Reusing/Repurpose, Food - Organic/Sustainable",,Canada and the US,A Clear Reminder About Food Waste Sparks Conversation,"Rauchwerk, A.",BAMCO,2016,,http://www.bamco.com/blog/happens-collect-700-students-food-waste-giant-bin/,,,,,,,,,,,,,
,Solution,Habits,,"Waste Management � Recycling/Reusing/Repurpose, Food - Organic/Sustainable",,Canada and the US,Weigh-the-Waste Program 2010-11,n/a,Jacksonville U.,,,http://www.ju.edu/Sustainability/Pages/Weigh-the-Waste.aspx,,,,,,,,,,,,,
,Solution,Habits,,"Waste Management � Recycling/Reusing/Repurpose, Food - Organic/Sustainable",,,Waste In Pounds,n/a,Jacksonville U.,,,http://www.ju.edu/sustainability/Documents/WTW2010-11OfficialTotals.pdf,,,,,,,,,,,,,
